SRR1298742.4027	IGHJ2 49 3 
SRR1298742.7605	IGHJ5 49 0 
SRR1298742.7972	IGHJ5 49 0 
SRR1298742.3171	IGHJ6 55 1 
SRR1298742.6737	IGHJ6 58 3 
SRR1298742.285	IGHJ6 55 1 
SRR1298742.6356	IGHJ5 49 0 
SRR1298742.1061	IGHJ4 41 1 
SRR1298742.3137	IGHJ4 41 0 
SRR1298742.8811	IGHJ3 44 3 
SRR1298742.7455	IGHJ6 55 1 
SRR1298742.3598	IGHJ3 44 3 
SRR1298742.6401	IGHJ6 46 1 
SRR1298742.7110	IGHJ6 46 1 
SRR1298742.3408	IGHJ6 55 1 
SRR1298742.3532	IGHJ6 58 4 
SRR1298742.854	IGHJ6 55 1 
SRR1298742.2104	IGHJ4 41 1 
SRR1298742.7800	IGHJ6 55 1 
SRR1298742.5761	IGHJ3 44 3 
SRR1298742.8932	IGHJ5 49 0 
SRR1298742.5459	IGHJ5 49 0 
SRR1298742.4942	IGHJ6 46 1 
SRR1298742.56	IGHJ6 47 1 
SRR1298742.5410	IGHJ6 58 3 
SRR1298742.8878	IGHJ6 46 1 
SRR1298742.7014	IGHJ6 55 0 
SRR1298742.4941	IGHJ6 45 2 
SRR1298742.6355	IGHJ5 49 0 
SRR1298742.5225	IGHJ5 39 1 
SRR1298742.1997	IGHJ6 58 3 
SRR1298742.5365	IGHJ6 46 1 
SRR1298742.3775	IGHJ4 42 0 
SRR1298742.1403	IGHJ6 57 1 
SRR1298742.2515	IGHJ5 48 0 
SRR1298742.8056	IGHJ5 49 0 
SRR1298742.6292	IGHJ6 46 1 
SRR1298742.3230	IGHJ5 49 0 
SRR1298742.715	IGHJ6 55 0 
SRR1298742.6093	IGHJ4 44 3 
SRR1298742.9025	IGHJ3 44 3 
SRR1298742.7681	IGHJ4 40 2 
SRR1298742.9294	IGHJ6 46 1 
SRR1298742.3067	IGHJ6 46 1 
SRR1298742.4168	IGHJ6 46 1 
SRR1298742.1609	IGHJ4 41 1 
SRR1298742.5896	IGHJ6 42 2 
SRR1298742.6947	IGHJ4 42 0 
SRR1298742.2268	IGHJ5 49 0 
SRR1298742.977	IGHJ4 44 1 
SRR1298742.7729	IGHJ5 48 1 
SRR1298742.2950	IGHJ4 42 0 
SRR1298742.5728	IGHJ6 46 1 
SRR1298742.4604	IGHJ3 49 0 
SRR1298742.6974	IGHJ5 49 0 
SRR1298742.6517	IGHJ6 55 1 
SRR1298742.96	IGHJ6 58 4 
SRR1298742.4234	IGHJ5 49 0 
SRR1298742.3173	IGHJ5 49 0 
SRR1298742.1734	IGHJ6 46 1 
SRR1298742.6784	IGHJ5 49 0 
SRR1298742.4727	IGHJ6 49 3 
SRR1298742.2473	IGHJ4 47 3 
SRR1298742.1744	IGHJ5 49 0 
SRR1298742.4791	IGHJ6 49 3 
SRR1298742.3596	IGHJ4 40 1 
SRR1298742.9127	IGHJ5 49 0 
SRR1298742.5723	IGHJ4 42 0 
SRR1298742.7132	IGHJ6 46 1 
SRR1298742.8014	IGHJ6 46 1 
SRR1298742.381	IGHJ4 42 0 
SRR1298742.6298	IGHJ5 49 0 
SRR1298742.8801	IGHJ6 41 1 
SRR1298742.2227	IGHJ6 46 1 
SRR1298742.2417	IGHJ6 46 1 
SRR1298742.4634	IGHJ5 49 0 
SRR1298742.947	IGHJ5 49 0 
SRR1298742.6375	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6725	IGHJ5 48 0 
SRR1298742.6962	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.5360	IGHJ6 46 1 
SRR1298742.8447	IGHJ6 55 1 
SRR1298742.748	IGHJ6 55 1 
SRR1298742.7934	IGHJ6 46 2 
SRR1298742.4623	IGHJ4 44 2 
SRR1298742.5850	IGHJ6 46 1 
SRR1298742.9159	IGHJ6 46 1 
SRR1298742.4075	IGHJ6 58 4 
SRR1298742.1989	IGHJ6 46 1 
SRR1298742.828	IGHJ5 49 1 
SRR1298742.3305	IGHJ3 47 1 
SRR1298742.2073	IGHJ6 41 1 
SRR1298742.1484	IGHJ6 58 3 
SRR1298742.8663	IGHJ6 41 1 
SRR1298742.4116	IGHJ5 49 0 
SRR1298742.3492	IGHJ6 46 1 
SRR1298742.364	IGHJ4 42 0 
SRR1298742.6149	IGHJ6 41 1 
SRR1298742.2788	IGHJ4 41 1 
SRR1298742.2802	IGHJ6 47 1 
SRR1298742.4999	IGHJ3 44 3 
SRR1298742.4435	IGHJ6 46 1 
SRR1298742.3199	IGHJ6 55 1 
SRR1298742.2049	IGHJ6 41 1 
SRR1298742.167	IGHJ6 46 1 
SRR1298742.2998	IGHJ6 46 1 
SRR1298742.7507	IGHJ6 46 1 
SRR1298742.1052	IGHJ6 58 3 
SRR1298742.2528	IGHJ6 55 1 
SRR1298742.1509	IGHJ6 55 1 
SRR1298742.931	IGHJ6 41 2 
SRR1298742.43	IGHJ6 58 3 
SRR1298742.1774	IGHJ6 46 1 
SRR1298742.6540	IGHJ6 46 2 
SRR1298742.2164	IGHJ6 55 1 
SRR1298742.8755	IGHJ6 46 1 
SRR1298742.5833	IGHJ6 41 1 
SRR1298742.7655	IGHJ5 49 0 
SRR1298742.4515	IGHJ3 44 3 
SRR1298742.5130	IGHJ6 55 1 
SRR1298742.3422	IGHJ5 35 0 IGHJ4 35 0 IGHJ4 35 1 IGHJ1 35 1 
SRR1298742.6317	IGHJ3 44 3 
SRR1298742.9309	IGHJ6 55 3 
SRR1298742.9024	IGHJ5 49 0 
SRR1298742.8080	IGHJ6 42 0 
SRR1298742.8999	IGHJ6 46 1 
SRR1298742.746	IGHJ5 49 1 
SRR1298742.2588	IGHJ6 55 1 
SRR1298742.5943	IGHJ6 46 1 
SRR1298742.3651	IGHJ5 45 0 
SRR1298742.4449	IGHJ5 34 2 IGHJ4 34 2 IGHJ4 34 3 IGHJ1 34 3 
SRR1298742.4801	IGHJ6 46 1 
SRR1298742.7495	IGHJ5 49 0 
SRR1298742.8158	IGHJ5 49 0 
SRR1298742.3073	IGHJ5 40 2 IGHJ4 40 3 IGHJ4 40 3 IGHJ4 40 4 
SRR1298742.9135	IGHJ3 49 0 
SRR1298742.5780	IGHJ6 41 1 
SRR1298742.1998	IGHJ5 49 0 
SRR1298742.9293	IGHJ6 46 1 
SRR1298742.3676	IGHJ6 58 3 
SRR1298742.5921	IGHJ5 49 0 
SRR1298742.459	IGHJ6 55 1 
SRR1298742.3105	IGHJ6 57 1 
SRR1298742.4220	IGHJ6 41 1 
SRR1298742.8062	IGHJ6 41 1 
SRR1298742.9394	IGHJ6 46 0 
SRR1298742.6506	IGHJ6 58 3 
SRR1298742.6288	IGHJ5 49 0 
SRR1298742.1482	IGHJ6 58 4 
SRR1298742.4887	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.5138	IGHJ6 41 1 
SRR1298742.8860	IGHJ3 44 3 
SRR1298742.1062	IGHJ6 41 1 
SRR1298742.5579	IGHJ3 44 3 
SRR1298742.5937	IGHJ6 46 1 
SRR1298742.1931	IGHJ6 41 1 
SRR1298742.4082	IGHJ6 55 1 
SRR1298742.6161	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4894	IGHJ6 55 1 
SRR1298742.5067	IGHJ4 44 1 
SRR1298742.2771	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.6261	IGHJ6 55 1 
SRR1298742.3792	IGHJ6 46 1 
SRR1298742.2066	IGHJ6 46 2 
SRR1298742.4867	IGHJ6 55 1 
SRR1298742.5066	IGHJ6 41 1 
SRR1298742.1753	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.5768	IGHJ6 42 1 
SRR1298742.8292	IGHJ4 42 0 
SRR1298742.755	IGHJ6 46 1 
SRR1298742.4829	IGHJ6 46 1 
SRR1298742.5506	IGHJ5 49 0 
SRR1298742.4160	IGHJ5 49 0 
SRR1298742.4494	IGHJ6 41 1 
SRR1298742.7009	IGHJ3 44 3 
SRR1298742.2107	IGHJ6 41 1 
SRR1298742.120	IGHJ5 49 0 
SRR1298742.8432	IGHJ6 58 3 
SRR1298742.2380	IGHJ6 52 1 
SRR1298742.2245	IGHJ6 47 1 
SRR1298742.1287	IGHJ4 44 2 
SRR1298742.4254	IGHJ6 55 1 
SRR1298742.6851	IGHJ5 49 0 
SRR1298742.5875	IGHJ5 49 0 
SRR1298742.3876	IGHJ6 55 0 
SRR1298742.7191	IGHJ3 44 3 
SRR1298742.2088	IGHJ6 58 3 
SRR1298742.5000	IGHJ6 46 1 
SRR1298742.8815	IGHJ6 46 1 
SRR1298742.7998	IGHJ5 49 0 
SRR1298742.7113	IGHJ5 49 0 
SRR1298742.5408	IGHJ6 46 1 
SRR1298742.336	IGHJ6 58 3 
SRR1298742.1698	IGHJ5 45 3 
SRR1298742.3578	IGHJ6 41 1 
SRR1298742.8022	IGHJ5 49 0 
SRR1298742.1566	IGHJ6 46 1 
SRR1298742.2242	IGHJ6 46 1 
SRR1298742.3815	IGHJ5 49 0 
SRR1298742.112	IGHJ6 42 1 
SRR1298742.750	IGHJ6 46 1 
SRR1298742.7322	IGHJ6 46 1 
SRR1298742.8915	IGHJ4 44 2 
SRR1298742.4109	IGHJ5 45 0 
SRR1298742.6692	IGHJ6 46 2 
SRR1298742.4761	IGHJ6 46 2 
SRR1298742.8206	IGHJ3 44 3 
SRR1298742.9103	IGHJ3 44 3 
SRR1298742.7752	IGHJ4 44 1 
SRR1298742.1916	IGHJ6 42 0 
SRR1298742.4792	IGHJ6 46 1 
SRR1298742.7883	IGHJ5 49 0 
SRR1298742.53	IGHJ6 46 1 
SRR1298742.8646	IGHJ5 45 0 
SRR1298742.4981	IGHJ3 49 0 
SRR1298742.5592	IGHJ6 46 1 
SRR1298742.2808	IGHJ6 46 1 
SRR1298742.8859	IGHJ5 49 0 
SRR1298742.6682	IGHJ6 46 1 
SRR1298742.7890	IGHJ5 49 0 
SRR1298742.6441	IGHJ5 49 0 
SRR1298742.3560	IGHJ3 44 3 
SRR1298742.242	IGHJ6 46 1 
SRR1298742.5110	IGHJ4 44 1 
SRR1298742.8401	IGHJ5 49 0 
SRR1298742.4593	IGHJ6 46 1 
SRR1298742.8890	IGHJ3 44 3 
SRR1298742.7874	IGHJ6 46 1 
SRR1298742.6999	IGHJ3 44 3 
SRR1298742.8536	IGHJ6 46 1 
SRR1298742.8393	IGHJ5 49 0 
SRR1298742.2327	IGHJ4 44 1 
SRR1298742.4583	IGHJ1 32 0 IGHJ4 34 1 IGHJ4 34 2 IGHJ4 34 2 
SRR1298742.5689	IGHJ6 58 3 
SRR1298742.1410	IGHJ6 46 1 
SRR1298742.4647	IGHJ6 41 1 
SRR1298742.489	IGHJ6 46 1 
SRR1298742.2386	IGHJ5 49 0 
SRR1298742.5988	IGHJ5 49 0 
SRR1298742.8615	IGHJ6 46 1 
SRR1298742.4064	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.1887	IGHJ5 49 1 
SRR1298742.3385	IGHJ6 54 1 
SRR1298742.2118	IGHJ6 41 1 
SRR1298742.7669	IGHJ5 49 0 
SRR1298742.6422	IGHJ6 46 1 
SRR1298742.2939	IGHJ4 44 1 
SRR1298742.1624	IGHJ6 41 1 
SRR1298742.7049	IGHJ6 55 1 
SRR1298742.9390	IGHJ4 45 1 
SRR1298742.9038	IGHJ6 41 1 
SRR1298742.6605	IGHJ4 40 0 
SRR1298742.5356	IGHJ6 46 1 
SRR1298742.317	IGHJ3 49 1 
SRR1298742.4517	IGHJ6 57 1 
SRR1298742.7042	IGHJ6 55 1 
SRR1298742.3728	IGHJ6 55 1 
SRR1298742.7665	IGHJ4 42 0 
SRR1298742.4071	IGHJ5 49 1 
SRR1298742.2577	IGHJ6 46 1 
SRR1298742.6522	IGHJ5 49 0 
SRR1298742.7533	IGHJ6 46 1 
SRR1298742.4290	IGHJ6 46 1 
SRR1298742.6426	IGHJ6 58 4 
SRR1298742.709	IGHJ6 55 4 
SRR1298742.180	IGHJ6 58 3 
SRR1298742.7708	IGHJ6 46 2 
SRR1298742.1211	IGHJ6 58 3 
SRR1298742.5132	IGHJ6 57 1 
SRR1298742.1358	IGHJ6 55 1 
SRR1298742.7509	IGHJ3 47 1 
SRR1298742.3951	IGHJ4 44 3 
SRR1298742.8848	IGHJ6 46 1 
SRR1298742.1536	IGHJ4 41 1 
SRR1298742.9382	IGHJ3 49 0 
SRR1298742.1112	IGHJ6 57 1 
SRR1298742.7147	IGHJ6 46 1 
SRR1298742.5636	IGHJ6 41 1 
SRR1298742.9323	IGHJ4 46 2 
SRR1298742.5398	IGHJ6 46 1 
SRR1298742.3683	IGHJ3 44 3 
SRR1298742.3624	IGHJ6 46 1 
SRR1298742.5649	IGHJ5 49 0 
SRR1298742.2789	IGHJ6 58 3 
SRR1298742.3607	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.5834	IGHJ5 49 0 
SRR1298742.8610	IGHJ3 47 1 
SRR1298742.7935	IGHJ6 41 1 
SRR1298742.809	IGHJ6 58 4 
SRR1298742.8896	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.455	IGHJ5 49 0 
SRR1298742.4748	IGHJ5 49 0 
SRR1298742.2132	IGHJ6 41 1 
SRR1298742.3107	IGHJ6 55 1 
SRR1298742.682	IGHJ6 46 1 
SRR1298742.9114	IGHJ4 38 0 
SRR1298742.3838	IGHJ6 41 1 
SRR1298742.8640	IGHJ6 41 1 
SRR1298742.4283	IGHJ5 49 0 
SRR1298742.3994	IGHJ4 40 1 
SRR1298742.2734	IGHJ6 46 1 
SRR1298742.5296	IGHJ6 46 1 
SRR1298742.6043	IGHJ6 46 1 
SRR1298742.3763	IGHJ5 49 0 
SRR1298742.3718	IGHJ3 44 3 
SRR1298742.7036	IGHJ6 41 1 
SRR1298742.1782	IGHJ6 46 1 
SRR1298742.1033	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8215	IGHJ5 49 0 
SRR1298742.5653	IGHJ6 58 4 
SRR1298742.5247	IGHJ5 49 0 
SRR1298742.2100	IGHJ6 46 1 
SRR1298742.2040	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3201	IGHJ6 41 1 
SRR1298742.275	IGHJ6 42 1 
SRR1298742.8718	IGHJ3 49 0 
SRR1298742.7479	IGHJ5 49 0 
SRR1298742.9032	IGHJ5 49 0 
SRR1298742.6360	IGHJ6 55 1 
SRR1298742.30	IGHJ6 46 1 
SRR1298742.3237	IGHJ6 46 1 
SRR1298742.5184	IGHJ6 41 1 
SRR1298742.6361	IGHJ6 58 3 
SRR1298742.6022	IGHJ6 41 1 
SRR1298742.9093	IGHJ5 49 1 
SRR1298742.8353	IGHJ6 46 1 
SRR1298742.6841	IGHJ5 49 0 
SRR1298742.7444	IGHJ6 46 1 
SRR1298742.3477	IGHJ5 39 1 
SRR1298742.3461	IGHJ6 58 3 
SRR1298742.3081	IGHJ6 46 2 
SRR1298742.4639	IGHJ4 41 1 
SRR1298742.5516	IGHJ5 49 0 
SRR1298742.4822	IGHJ6 46 1 
SRR1298742.9453	IGHJ5 49 0 
SRR1298742.2849	IGHJ4 42 0 
SRR1298742.1064	IGHJ6 46 1 
SRR1298742.1780	IGHJ5 49 0 
SRR1298742.8254	IGHJ5 49 0 
SRR1298742.6562	IGHJ6 41 1 
SRR1298742.7961	IGHJ3 49 0 
SRR1298742.1258	IGHJ5 49 0 
SRR1298742.4169	IGHJ6 46 1 
SRR1298742.151	IGHJ5 49 0 
SRR1298742.8090	IGHJ5 49 1 
SRR1298742.6262	IGHJ3 44 3 
SRR1298742.403	IGHJ6 46 1 
SRR1298742.8634	IGHJ5 49 1 
SRR1298742.2795	IGHJ6 41 1 
SRR1298742.5879	IGHJ6 46 1 
SRR1298742.7573	IGHJ6 46 1 
SRR1298742.6547	IGHJ6 46 1 
SRR1298742.1939	IGHJ5 49 0 
SRR1298742.4359	IGHJ3 46 4 
SRR1298742.9137	IGHJ6 46 1 
SRR1298742.6794	IGHJ5 49 0 
SRR1298742.5450	IGHJ5 49 0 
SRR1298742.4979	IGHJ6 46 1 
SRR1298742.3933	IGHJ5 49 0 
SRR1298742.347	IGHJ6 46 2 
SRR1298742.6912	IGHJ6 57 1 
SRR1298742.7007	IGHJ5 49 0 
SRR1298742.1915	IGHJ4 41 1 
SRR1298742.5561	IGHJ6 58 3 
SRR1298742.920	IGHJ6 46 2 
SRR1298742.6977	IGHJ6 41 1 
SRR1298742.5619	IGHJ2 49 3 
SRR1298742.1792	IGHJ5 48 0 
SRR1298742.3414	IGHJ6 47 2 
SRR1298742.8380	IGHJ6 41 1 
SRR1298742.124	IGHJ6 46 1 
SRR1298742.2307	IGHJ4 42 0 
SRR1298742.1978	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.3195	IGHJ3 49 0 
SRR1298742.3463	IGHJ6 41 1 
SRR1298742.7633	IGHJ6 58 3 
SRR1298742.4177	IGHJ6 41 1 
SRR1298742.4680	IGHJ5 49 0 
SRR1298742.6867	IGHJ3 44 3 
SRR1298742.2478	IGHJ3 44 3 
SRR1298742.6829	IGHJ6 41 1 
SRR1298742.7457	IGHJ6 41 1 
SRR1298742.3889	IGHJ3 49 0 
SRR1298742.6176	IGHJ6 58 3 
SRR1298742.5040	IGHJ6 41 1 
SRR1298742.6259	IGHJ3 44 3 
SRR1298742.4171	IGHJ4 44 1 
SRR1298742.9244	IGHJ6 46 1 
SRR1298742.4907	IGHJ6 58 3 
SRR1298742.6819	IGHJ3 49 0 
SRR1298742.8128	IGHJ3 44 3 
SRR1298742.4063	IGHJ6 41 2 
SRR1298742.3789	IGHJ6 42 0 
SRR1298742.5492	IGHJ4 42 2 
SRR1298742.8969	IGHJ5 49 0 
SRR1298742.6118	IGHJ5 49 0 
SRR1298742.2869	IGHJ4 44 1 
SRR1298742.3572	IGHJ6 55 1 
SRR1298742.7945	IGHJ3 32 1 IGHJ6 31 1 IGHJ6 31 2 IGHJ6 31 2 IGHJ6 31 2 
SRR1298742.8060	IGHJ5 49 0 
SRR1298742.3784	IGHJ6 57 1 
SRR1298742.6850	IGHJ6 55 1 
SRR1298742.5553	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2572	IGHJ6 46 2 
SRR1298742.6951	IGHJ6 55 1 
SRR1298742.356	IGHJ6 46 1 
SRR1298742.4524	IGHJ4 46 0 
SRR1298742.9397	IGHJ4 43 3 
SRR1298742.3663	IGHJ5 49 0 
SRR1298742.3213	IGHJ2 53 2 
SRR1298742.8428	IGHJ5 49 0 
SRR1298742.9335	IGHJ6 55 1 
SRR1298742.9145	IGHJ6 41 1 
SRR1298742.6546	IGHJ6 46 1 
SRR1298742.5053	IGHJ6 46 1 
SRR1298742.4912	IGHJ5 49 0 
SRR1298742.5063	IGHJ6 46 1 
SRR1298742.260	IGHJ5 49 1 
SRR1298742.5471	IGHJ6 41 1 
SRR1298742.871	IGHJ6 58 3 
SRR1298742.8501	IGHJ5 44 0 
SRR1298742.5924	IGHJ5 49 0 
SRR1298742.6089	IGHJ5 49 0 
SRR1298742.7685	IGHJ4 44 3 
SRR1298742.5179	IGHJ5 49 0 
SRR1298742.2286	IGHJ6 46 1 
SRR1298742.7986	IGHJ6 46 1 
SRR1298742.5104	IGHJ4 42 0 
SRR1298742.3975	IGHJ6 46 1 
SRR1298742.629	IGHJ3 44 3 
SRR1298742.6414	IGHJ4 44 1 
SRR1298742.8960	IGHJ6 41 1 
SRR1298742.5483	IGHJ5 49 0 
SRR1298742.792	IGHJ6 58 4 
SRR1298742.8155	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.2435	IGHJ4 41 1 
SRR1298742.534	IGHJ6 46 1 
SRR1298742.3991	IGHJ6 46 1 
SRR1298742.4905	IGHJ6 41 1 
SRR1298742.5810	IGHJ6 46 1 
SRR1298742.4226	IGHJ6 46 1 
SRR1298742.456	IGHJ6 46 1 
SRR1298742.3612	IGHJ6 46 1 
SRR1298742.4569	IGHJ6 58 3 
SRR1298742.8639	IGHJ4 41 1 
SRR1298742.1336	IGHJ6 41 1 
SRR1298742.1396	IGHJ6 41 1 
SRR1298742.639	IGHJ6 46 1 
SRR1298742.841	IGHJ6 41 1 
SRR1298742.6180	IGHJ4 42 0 
SRR1298742.9393	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.5760	IGHJ3 44 3 
SRR1298742.5535	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4134	IGHJ5 49 0 
SRR1298742.649	IGHJ6 46 1 
SRR1298742.9106	IGHJ6 42 1 
SRR1298742.1483	IGHJ6 58 3 
SRR1298742.7814	IGHJ6 46 1 
SRR1298742.220	IGHJ6 46 1 
SRR1298742.7181	IGHJ6 55 1 
SRR1298742.5210	IGHJ6 46 1 
SRR1298742.8194	IGHJ5 49 0 
SRR1298742.2034	IGHJ4 42 0 
SRR1298742.1532	IGHJ6 46 1 
SRR1298742.2234	IGHJ6 46 1 
SRR1298742.1399	IGHJ6 55 1 
SRR1298742.5176	IGHJ6 55 1 
SRR1298742.716	IGHJ6 58 3 
SRR1298742.7773	IGHJ6 46 1 
SRR1298742.2025	IGHJ6 58 3 
SRR1298742.5709	IGHJ6 46 1 
SRR1298742.5461	IGHJ6 46 2 
SRR1298742.4008	IGHJ6 46 1 
SRR1298742.7872	IGHJ6 46 1 
SRR1298742.7039	IGHJ6 58 3 
SRR1298742.4041	IGHJ6 46 1 
SRR1298742.6442	IGHJ6 55 1 
SRR1298742.213	IGHJ5 37 0 
SRR1298742.8043	IGHJ5 49 0 
SRR1298742.6046	IGHJ6 46 1 
SRR1298742.5669	IGHJ4 40 1 IGHJ5 40 3 
SRR1298742.967	IGHJ5 49 0 
SRR1298742.8919	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7827	IGHJ3 49 0 
SRR1298742.6586	IGHJ3 47 1 
SRR1298742.4426	IGHJ3 44 3 
SRR1298742.6025	IGHJ5 49 1 
SRR1298742.8083	IGHJ6 58 3 
SRR1298742.5690	IGHJ6 58 3 
SRR1298742.8480	IGHJ3 49 0 
SRR1298742.8949	IGHJ5 49 0 
SRR1298742.3220	IGHJ5 45 3 
SRR1298742.1876	IGHJ6 46 1 
SRR1298742.4493	IGHJ6 46 1 
SRR1298742.1433	IGHJ6 40 1 
SRR1298742.5369	IGHJ6 46 1 
SRR1298742.5626	IGHJ5 49 0 
SRR1298742.8725	IGHJ3 44 3 
SRR1298742.4835	IGHJ3 49 0 
SRR1298742.4607	IGHJ6 41 1 
SRR1298742.517	IGHJ6 58 3 
SRR1298742.4199	IGHJ6 46 1 
SRR1298742.366	IGHJ6 41 1 
SRR1298742.1381	IGHJ6 58 3 
SRR1298742.5037	IGHJ5 49 0 
SRR1298742.7956	IGHJ6 42 1 
SRR1298742.6590	IGHJ6 46 1 
SRR1298742.491	IGHJ5 49 0 
SRR1298742.3223	IGHJ6 46 1 
SRR1298742.6239	IGHJ6 46 1 
SRR1298742.6899	IGHJ6 46 1 
SRR1298742.1394	IGHJ5 49 0 
SRR1298742.4043	IGHJ6 41 1 
SRR1298742.6307	IGHJ6 55 1 
SRR1298742.8233	IGHJ6 41 1 
SRR1298742.4758	IGHJ6 55 1 
SRR1298742.3233	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.3548	IGHJ3 44 3 
SRR1298742.2074	IGHJ6 51 2 
SRR1298742.7879	IGHJ6 41 1 
SRR1298742.6123	IGHJ6 46 1 
SRR1298742.9389	IGHJ6 58 4 
SRR1298742.8691	IGHJ5 49 0 
SRR1298742.6916	IGHJ5 49 0 
SRR1298742.1231	IGHJ5 49 0 
SRR1298742.9387	IGHJ6 58 4 
SRR1298742.4418	IGHJ6 46 1 
SRR1298742.8305	IGHJ6 41 1 
SRR1298742.3402	IGHJ6 41 1 
SRR1298742.8336	IGHJ5 49 0 
SRR1298742.8008	IGHJ6 47 1 
SRR1298742.1034	IGHJ6 46 1 
SRR1298742.9308	IGHJ3 44 3 
SRR1298742.2141	IGHJ6 55 1 
SRR1298742.1873	IGHJ6 46 1 
SRR1298742.5801	IGHJ5 49 0 
SRR1298742.3396	IGHJ4 46 2 
SRR1298742.733	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.612	IGHJ6 58 3 
SRR1298742.2658	IGHJ5 49 0 
SRR1298742.4830	IGHJ5 49 0 
SRR1298742.7131	IGHJ5 49 0 
SRR1298742.942	IGHJ6 46 1 
SRR1298742.1598	IGHJ6 46 1 
SRR1298742.3047	IGHJ6 55 1 
SRR1298742.540	IGHJ6 41 1 
SRR1298742.1808	IGHJ5 49 0 
SRR1298742.8456	IGHJ5 49 0 
SRR1298742.1804	IGHJ6 46 1 
SRR1298742.9283	IGHJ4 42 0 
SRR1298742.5540	IGHJ6 46 1 
SRR1298742.6015	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2472	IGHJ6 41 1 
SRR1298742.1538	IGHJ6 46 1 
SRR1298742.3257	IGHJ6 46 1 
SRR1298742.1861	IGHJ6 46 1 
SRR1298742.2185	IGHJ6 41 1 
SRR1298742.4911	IGHJ6 41 1 
SRR1298742.786	IGHJ3 44 0 
SRR1298742.7690	IGHJ6 46 1 
SRR1298742.1708	IGHJ5 49 0 
SRR1298742.9326	IGHJ6 55 1 
SRR1298742.6500	IGHJ5 49 0 
SRR1298742.4846	IGHJ6 46 1 
SRR1298742.3006	IGHJ6 41 1 
SRR1298742.3874	IGHJ6 46 1 
SRR1298742.5206	IGHJ6 55 1 
SRR1298742.3495	IGHJ5 49 0 
SRR1298742.7712	IGHJ6 46 1 
SRR1298742.6651	IGHJ6 41 1 
SRR1298742.5021	IGHJ6 58 4 
SRR1298742.1932	IGHJ4 44 1 
SRR1298742.3944	IGHJ3 49 0 
SRR1298742.8998	IGHJ6 46 1 
SRR1298742.979	IGHJ6 49 3 
SRR1298742.7584	IGHJ6 42 0 
SRR1298742.4421	IGHJ3 49 0 
SRR1298742.1707	IGHJ4 44 1 
SRR1298742.427	IGHJ4 47 2 
SRR1298742.7968	IGHJ6 46 1 
SRR1298742.2898	IGHJ5 49 0 
SRR1298742.4046	IGHJ5 49 1 
SRR1298742.5799	IGHJ6 46 1 
SRR1298742.5332	IGHJ6 58 4 
SRR1298742.5390	IGHJ6 58 3 
SRR1298742.5090	IGHJ6 41 1 
SRR1298742.5198	IGHJ3 44 3 
SRR1298742.1854	IGHJ6 46 1 
SRR1298742.3620	IGHJ6 55 1 
SRR1298742.24	IGHJ6 46 1 
SRR1298742.8519	IGHJ3 49 0 
SRR1298742.6154	IGHJ4 42 0 
SRR1298742.4726	IGHJ6 46 1 
SRR1298742.1878	IGHJ6 41 1 
SRR1298742.9231	IGHJ6 46 1 
SRR1298742.7345	IGHJ6 46 1 
SRR1298742.4104	IGHJ6 58 3 
SRR1298742.2123	IGHJ5 49 0 
SRR1298742.5219	IGHJ6 46 1 
