SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.5749	IGHV3-30/33rn 295 19 
SRR1298742.2728	IGHV1-2 292 16 
SRR1298742.3456	IGHV1-2 293 17 
SRR1298742.5957	IGHV3-74 290 21 
SRR1298742.2920	IGHV3-49 300 0 
SRR1298742.6263	IGHV1-2 292 16 
SRR1298742.7216	IGHV1-2 292 19 
SRR1298742.5297	IGHV6-1 304 7 
SRR1298742.1558	IGHV1-2 292 16 
SRR1298742.515	IGHV1-2 292 16 
SRR1298742.6900	IGHV2-5 301 28 
SRR1298742.1625	IGHV1-2 292 17 
SRR1298742.4736	IGHV6-1 304 0 
SRR1298742.6076	IGHV3-49 300 1 
SRR1298742.5553	IGHV4-39 299 18 
SRR1298742.6850	IGHV1-46 296 11 
SRR1298742.2572	IGHV1-2 290 16 
SRR1298742.6951	IGHV1-46 297 11 
SRR1298742.7945	IGHV3-74 290 19 
SRR1298742.3572	IGHV1-46 296 11 
SRR1298742.2869	IGHV2-5 301 26 
SRR1298742.8060	IGHV3-49 293 0 
SRR1298742.3784	IGHV3-30/33rn 296 19 
SRR1298742.8969	IGHV3-49 304 1 
SRR1298742.6118	IGHV3-49 300 0 
SRR1298742.8128	IGHV3-74 290 21 
SRR1298742.6819	IGHV3-74 290 12 
SRR1298742.4063	IGHV6-1 304 8 
SRR1298742.3789	IGHV1-69 290 38 
SRR1298742.5492	IGHV6-1 304 0 
SRR1298742.6089	IGHV3-49 301 1 
SRR1298742.5924	IGHV3-49 302 1 
SRR1298742.8501	IGHV6-1 302 5 
SRR1298742.5179	IGHV1-8 295 7 
SRR1298742.7685	IGHV3-74 294 15 
SRR1298742.2286	IGHV1-2 292 16 
SRR1298742.9335	IGHV1-46 296 12 
SRR1298742.5053	IGHV1-2 292 16 
SRR1298742.9145	IGHV6-1 304 7 
SRR1298742.6546	IGHV1-2 294 18 
SRR1298742.260	IGHV1-8 295 7 
SRR1298742.5471	IGHV6-1 304 7 
SRR1298742.4912	IGHV1-8 295 8 
SRR1298742.5063	IGHV1-2 293 16 
SRR1298742.871	IGHV4-34 288 15 
SRR1298742.4524	IGHV1-2 296 0 
SRR1298742.9397	IGHV3-74 294 12 
SRR1298742.3663	IGHV3-49 301 1 
SRR1298742.3213	IGHV3-53/66 291 9 
SRR1298742.8428	IGHV1-8 295 7 
SRR1298742.356	IGHV1-2 292 16 
SRR1298742.5810	IGHV1-2 292 16 
SRR1298742.4226	IGHV1-2 292 15 
SRR1298742.456	IGHV1-2 292 16 
SRR1298742.2435	IGHV4-34 287 33 
SRR1298742.534	IGHV1-2 292 16 
SRR1298742.8155	IGHV1-2 292 19 
SRR1298742.3991	IGHV1-2 292 16 
SRR1298742.4905	IGHV6-1 293 7 
SRR1298742.6414	IGHV2-5 303 27 
SRR1298742.629	IGHV3-74 290 22 
SRR1298742.5483	IGHV1-8 295 7 
SRR1298742.8960	IGHV6-1 304 7 
SRR1298742.792	IGHV4-34 288 15 
SRR1298742.7986	IGHV1-2 292 18 
SRR1298742.5104	IGHV6-1 304 0 
SRR1298742.3975	IGHV1-2 292 16 
SRR1298742.1483	IGHV4-34 288 15 
SRR1298742.9106	IGHV6-1 304 7 
SRR1298742.220	IGHV1-2 292 17 
SRR1298742.7814	IGHV1-2 290 16 
SRR1298742.5535	IGHV6-1 302 7 
SRR1298742.5760	IGHV3-74 290 21 
SRR1298742.4134	IGHV3-49 300 0 
SRR1298742.649	IGHV1-2 292 16 
SRR1298742.639	IGHV1-2 292 18 
SRR1298742.841	IGHV6-1 305 11 
SRR1298742.9393	IGHV4-39 301 17 
SRR1298742.6180	IGHV6-1 306 0 
SRR1298742.3612	IGHV1-2 292 17 
SRR1298742.8639	IGHV1-18 296 4 
SRR1298742.4569	IGHV4-34 288 16 
SRR1298742.1336	IGHV6-1 304 7 
SRR1298742.1396	IGHV6-1 304 7 
SRR1298742.6046	IGHV1-2 292 15 
SRR1298742.8043	IGHV1-8 295 7 
SRR1298742.5669	IGHV3-9 293 20 
SRR1298742.8919	IGHV4-39 299 22 
SRR1298742.967	IGHV3-49 300 0 
SRR1298742.4426	IGHV3-74 290 21 
SRR1298742.7827	IGHV3-74 291 13 
SRR1298742.6586	IGHV3-9 289 19 
SRR1298742.7872	IGHV1-2 292 16 
SRR1298742.4008	IGHV1-2 292 17 
SRR1298742.7039	IGHV4-34 280 14 
SRR1298742.213	IGHV1-8 296 7 
SRR1298742.6442	IGHV1-46 296 13 
SRR1298742.4041	IGHV1-2 292 16 
SRR1298742.5176	IGHV1-46 296 11 
SRR1298742.716	IGHV4-34 288 16 
SRR1298742.5461	IGHV1-2 292 16 
SRR1298742.7773	IGHV1-2 292 15 
SRR1298742.5709	IGHV1-2 294 16 
SRR1298742.2025	IGHV4-34 288 16 
SRR1298742.2034	IGHV6-1 304 0 
SRR1298742.8194	IGHV3-49 301 2 
SRR1298742.1532	IGHV1-2 292 16 
SRR1298742.5210	IGHV1-2 292 16 
SRR1298742.7181	IGHV1-46 296 11 
SRR1298742.1399	IGHV1-46 296 12 
SRR1298742.2234	IGHV1-2 292 15 
SRR1298742.4493	IGHV1-2 292 16 
SRR1298742.1433	IGHV6-1 304 8 
SRR1298742.8949	IGHV3-49 300 0 
SRR1298742.8480	IGHV3-74 290 14 
SRR1298742.1876	IGHV1-2 292 17 
SRR1298742.3220	IGHV4-30-4/31 298 22 
SRR1298742.6025	IGHV3-49 301 0 
SRR1298742.8083	IGHV4-34 288 16 
SRR1298742.5690	IGHV4-34 288 15 
SRR1298742.1394	IGHV1-8 295 7 
SRR1298742.6307	IGHV1-46 297 14 
SRR1298742.4043	IGHV6-1 304 7 
SRR1298742.8233	IGHV6-1 308 8 
SRR1298742.4758	IGHV1-46 296 15 
SRR1298742.6590	IGHV1-2 292 16 
SRR1298742.491	IGHV1-8 295 7 
SRR1298742.7956	IGHV4-59/61 291 31 
SRR1298742.3223	IGHV1-2 292 16 
SRR1298742.6239	IGHV1-2 292 15 
SRR1298742.6899	IGHV1-2 292 16 
SRR1298742.1381	IGHV4-34 288 15 
SRR1298742.5037	IGHV1-8 295 8 
SRR1298742.5369	IGHV1-2 293 18 
SRR1298742.5626	IGHV3-49 300 1 
SRR1298742.4835	IGHV3-74 290 13 
SRR1298742.8725	IGHV3-74 290 21 
SRR1298742.4607	IGHV6-1 304 7 
SRR1298742.517	IGHV4-34 288 15 
SRR1298742.4199	IGHV1-2 292 16 
SRR1298742.366	IGHV6-1 306 7 
SRR1298742.1873	IGHV1-2 292 18 
SRR1298742.2141	IGHV1-46 296 12 
SRR1298742.1034	IGHV1-2 292 16 
SRR1298742.9308	IGHV3-74 290 21 
SRR1298742.8008	IGHV4-34 293 14 
SRR1298742.6916	IGHV3-49 302 2 
SRR1298742.8691	IGHV3-49 301 0 
SRR1298742.9387	IGHV4-34 288 15 
SRR1298742.1231	IGHV3-49 300 0 
SRR1298742.8305	IGHV6-1 304 7 
SRR1298742.3402	IGHV6-1 304 7 
SRR1298742.4418	IGHV1-2 292 17 
SRR1298742.8336	IGHV3-49 306 1 
SRR1298742.3548	IGHV3-74 290 21 
SRR1298742.3233	IGHV6-1 302 7 
SRR1298742.7879	IGHV6-1 304 7 
SRR1298742.2074	IGHV1-2 291 14 
SRR1298742.6123	IGHV1-2 292 17 
SRR1298742.9389	IGHV4-34 291 15 
SRR1298742.2456	IGHV1-2 292 15 
SRR1298742.5469	IGHV1-2 292 16 
SRR1298742.8513	IGHV6-1 304 7 
SRR1298742.6945	IGHV1-46 296 12 
SRR1298742.3643	IGHV1-2 292 16 
SRR1298742.8395	IGHV1-2 292 16 
SRR1298742.8109	IGHV2-5 301 27 
SRR1298742.4873	IGHV6-1 302 10 
SRR1298742.7937	IGHV4-39 292 14 IGHV4-59/61 294 15 
SRR1298742.21	IGHV4-34 288 16 
SRR1298742.6760	IGHV6-1 304 7 
SRR1298742.8334	IGHV6-1 305 9 
SRR1298742.1435	IGHV1-2 292 16 
SRR1298742.6778	IGHV1-2 292 16 
SRR1298742.6689	IGHV4-34 288 15 
SRR1298742.1699	IGHV2-5 301 26 
SRR1298742.4367	IGHV1-2 292 15 
SRR1298742.5944	IGHV4-34 288 15 
SRR1298742.4275	IGHV1-46 296 11 
SRR1298742.6325	IGHV3-49 300 0 
SRR1298742.8076	IGHV6-1 304 9 
SRR1298742.2713	IGHV4-39 295 12 IGHV4-59/61 295 13 
SRR1298742.6063	IGHV2-5 295 9 
SRR1298742.3745	IGHV4-34 288 16 
SRR1298742.318	IGHV1-2 292 16 
SRR1298742.6821	IGHV3-74 294 12 
SRR1298742.5724	IGHV4-34 287 34 
SRR1298742.2381	IGHV1-2 224 13 
SRR1298742.6969	IGHV3-74 290 21 
SRR1298742.3280	IGHV6-1 305 8 
SRR1298742.5727	IGHV3-49 301 1 
SRR1298742.2928	IGHV1-2 292 16 
SRR1298742.820	IGHV1-2 292 16 
SRR1298742.7130	IGHV6-1 304 7 
SRR1298742.2794	IGHV3-74 290 21 
SRR1298742.9370	IGHV3-49 301 0 
SRR1298742.9277	IGHV1-2 281 16 
SRR1298742.4651	IGHV6-1 315 15 
SRR1298742.8067	IGHV6-1 305 8 
SRR1298742.3627	IGHV1-2 292 15 
SRR1298742.1391	IGHV1-2 292 16 
SRR1298742.5343	IGHV3-49 300 3 
SRR1298742.4743	IGHV6-1 304 7 
SRR1298742.8716	IGHV2-5 301 26 
SRR1298742.4438	IGHV4-34 288 15 
SRR1298742.2690	IGHV1-8 296 7 
SRR1298742.6576	IGHV3-30/33rn 296 20 
SRR1298742.3824	IGHV1-2 292 16 
SRR1298742.2692	IGHV1-2 292 17 
SRR1298742.9270	IGHV3-74 284 22 
SRR1298742.4253	IGHV1-46 296 12 
SRR1298742.8608	IGHV3-74 290 21 
SRR1298742.516	IGHV1-2 292 16 
SRR1298742.7603	IGHV3-74 291 21 
SRR1298742.2193	IGHV1-8 295 8 
SRR1298742.7143	IGHV6-1 305 8 
SRR1298742.7062	IGHV3-74 290 23 
SRR1298742.2877	IGHV4-34 288 15 
SRR1298742.1187	IGHV4-59/61 291 11 
SRR1298742.2604	IGHV1-2 292 18 
SRR1298742.4370	IGHV1-18 291 6 
SRR1298742.5738	IGHV6-1 304 7 
SRR1298742.4235	IGHV1-8 292 27 IGHV1-2 292 27 IGHV1-2 292 28 
SRR1298742.7697	IGHV3-30/33rn 296 20 
SRR1298742.4605	IGHV3-49 301 1 
SRR1298742.271	IGHV4-34 288 15 
SRR1298742.8400	IGHV1-8 295 7 
SRR1298742.8422	IGHV1-2 292 16 
SRR1298742.4017	IGHV2-5 295 9 
SRR1298742.2434	IGHV1-2 292 16 
SRR1298742.1608	IGHV1-8 295 7 
SRR1298742.6228	IGHV3-74 290 22 
SRR1298742.1986	IGHV1-2 292 17 
SRR1298742.6868	IGHV3-49 300 1 
SRR1298742.6827	IGHV3-49 301 2 
SRR1298742.3411	IGHV1-2 292 17 
SRR1298742.5731	IGHV1-8 293 9 
SRR1298742.5480	IGHV3-74 290 21 
SRR1298742.6887	IGHV1-46 297 13 
SRR1298742.1575	IGHV1-2 292 16 
SRR1298742.825	IGHV1-18 291 6 
SRR1298742.968	IGHV6-1 303 11 
SRR1298742.9424	IGHV4-34 287 34 
SRR1298742.6179	IGHV1-46 296 11 
SRR1298742.4945	IGHV3-49 300 0 
SRR1298742.3247	IGHV6-1 302 8 
SRR1298742.9152	IGHV3-74 290 21 
SRR1298742.3388	IGHV3-74 290 14 
SRR1298742.4589	IGHV4-34 289 15 
SRR1298742.7775	IGHV6-1 302 7 
SRR1298742.7117	IGHV3-49 300 1 
SRR1298742.7408	IGHV1-8 295 7 
SRR1298742.4654	IGHV6-1 304 7 
SRR1298742.2067	IGHV4-34 288 15 
SRR1298742.8689	IGHV6-1 304 7 
SRR1298742.8627	IGHV6-1 304 7 
SRR1298742.7985	IGHV1-2 292 17 
SRR1298742.4205	IGHV1-46 287 33 
SRR1298742.274	IGHV1-8 296 7 
SRR1298742.3417	IGHV3-74 290 15 
SRR1298742.5574	IGHV1-2 292 16 
SRR1298742.2508	IGHV1-8 295 8 
SRR1298742.1348	IGHV4-34 294 16 
SRR1298742.198	IGHV1-2 292 16 
SRR1298742.1798	IGHV1-2 292 18 
SRR1298742.729	IGHV1-2 292 17 
SRR1298742.3816	IGHV3-74 290 22 
SRR1298742.5991	IGHV1-2 292 16 
SRR1298742.7237	IGHV1-2 292 16 
SRR1298742.3897	IGHV1-2 292 17 
SRR1298742.3467	IGHV1-2 292 19 
SRR1298742.3545	IGHV3-49 300 0 
SRR1298742.3080	IGHV1-2 292 17 
SRR1298742.72	IGHV1-2 292 16 
SRR1298742.4733	IGHV1-2 292 16 
SRR1298742.6200	IGHV6-1 304 7 
SRR1298742.7609	IGHV6-1 304 8 
SRR1298742.1233	IGHV6-1 305 9 
SRR1298742.1245	IGHV1-2 292 16 
SRR1298742.6545	IGHV4-59/61 299 14 
SRR1298742.3861	IGHV1-46 296 11 
SRR1298742.4451	IGHV3-49 300 0 
SRR1298742.9325	IGHV6-1 305 1 
SRR1298742.1162	IGHV4-34 288 15 
SRR1298742.2670	IGHV1-2 292 17 
SRR1298742.3190	IGHV4-59/61 298 11 
SRR1298742.9236	IGHV1-8 297 7 
SRR1298742.4001	IGHV3-49 300 2 
SRR1298742.4500	IGHV1-2 292 16 
SRR1298742.7654	IGHV6-1 304 0 
SRR1298742.3782	IGHV1-2 292 17 
SRR1298742.7730	IGHV6-1 305 7 
SRR1298742.5560	IGHV3-49 300 0 
SRR1298742.8370	IGHV1-2 292 16 
SRR1298742.8077	IGHV1-8 295 7 
SRR1298742.7373	IGHV2-5 301 27 
SRR1298742.5036	IGHV1-8 295 8 
SRR1298742.3270	IGHV1-8 295 8 
SRR1298742.5125	IGHV1-8 295 7 
SRR1298742.4122	IGHV6-1 304 8 
SRR1298742.1042	IGHV4-39 303 20 
SRR1298742.814	IGHV1-2 292 17 
SRR1298742.9221	IGHV3-74 290 22 
SRR1298742.4779	IGHV4-39 299 19 
SRR1298742.9356	IGHV3-49 280 0 
SRR1298742.4816	IGHV1-46 296 11 
SRR1298742.6390	IGHV3-49 300 3 
SRR1298742.7921	IGHV6-1 304 7 
SRR1298742.7765	IGHV3-49 301 0 
SRR1298742.7433	IGHV6-1 304 8 
SRR1298742.2615	IGHV1-46 296 12 
SRR1298742.3842	IGHV6-1 305 7 
SRR1298742.8179	IGHV3-74 290 21 
SRR1298742.3049	IGHV1-2 292 18 
SRR1298742.6470	IGHV6-1 307 8 
SRR1298742.9151	IGHV1-2 292 17 
SRR1298742.1054	IGHV1-2 292 17 
SRR1298742.3871	IGHV1-2 293 17 
SRR1298742.1765	IGHV1-8 295 7 
SRR1298742.951	IGHV1-2 292 16 
SRR1298742.6297	IGHV6-1 304 7 
SRR1298742.3826	IGHV1-2 292 17 
SRR1298742.5493	IGHV3-49 300 1 
SRR1298742.3145	IGHV1-8 295 8 
SRR1298742.7376	IGHV3-74 290 23 
SRR1298742.3646	IGHV1-2 293 17 
SRR1298742.3101	IGHV3-49 301 0 
SRR1298742.3359	IGHV1-2 284 15 
SRR1298742.905	IGHV1-46 299 12 
SRR1298742.8337	IGHV3-9 292 21 
SRR1298742.6335	IGHV1-2 292 16 
SRR1298742.7450	IGHV6-1 304 7 
SRR1298742.149	IGHV1-46 295 18 
SRR1298742.4628	IGHV6-1 304 7 
SRR1298742.7512	IGHV3-49 302 2 
SRR1298742.1607	IGHV1-2 292 17 
SRR1298742.2525	IGHV3-74 290 23 
SRR1298742.57	IGHV1-2 292 17 
SRR1298742.2776	IGHV4-39 299 19 
SRR1298742.5659	IGHV1-8 295 7 
SRR1298742.7926	IGHV3-49 248 0 
SRR1298742.8793	IGHV1-46 296 12 
SRR1298742.5816	IGHV6-1 304 8 
SRR1298742.8872	IGHV1-46 296 15 
SRR1298742.1130	IGHV1-2 292 16 
SRR1298742.2490	IGHV6-1 302 7 
SRR1298742.41	IGHV3-30/33rn 295 19 
SRR1298742.8252	IGHV6-1 304 8 
SRR1298742.2519	IGHV4-34 288 15 
SRR1298742.519	IGHV1-8 296 7 
SRR1298742.4425	IGHV3-49 300 0 
SRR1298742.3325	IGHV1-2 292 16 
SRR1298742.2855	IGHV1-2 292 16 
SRR1298742.9366	IGHV4-34 290 15 
SRR1298742.763	IGHV1-8 295 7 
SRR1298742.6370	IGHV1-46 296 12 
SRR1298742.4653	IGHV3-9 298 29 
SRR1298742.2561	IGHV1-2 292 17 
SRR1298742.1649	IGHV4-34 289 16 
SRR1298742.6451	IGHV3-49 300 1 
SRR1298742.3972	IGHV4-34 288 15 
SRR1298742.8535	IGHV6-1 302 7 
SRR1298742.2120	IGHV1-8 295 8 
SRR1298742.296	IGHV4-34 288 15 
SRR1298742.2128	IGHV1-8 296 7 
SRR1298742.8598	IGHV1-2 292 16 
SRR1298742.4901	IGHV2-5 301 26 
SRR1298742.1882	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.4465	IGHV4-34 277 15 
SRR1298742.4025	IGHV6-1 304 8 
SRR1298742.1886	IGHV1-8 295 7 
SRR1298742.8240	IGHV6-1 304 0 
SRR1298742.5349	IGHV1-2 295 15 
SRR1298742.6246	IGHV3-74 290 13 
SRR1298742.2175	IGHV1-8 294 7 
SRR1298742.1468	IGHV3-9 298 28 
SRR1298742.8418	IGHV6-1 304 1 
SRR1298742.9181	IGHV3-49 300 1 
SRR1298742.5151	IGHV1-8 295 7 
SRR1298742.1102	IGHV4-39 299 20 
SRR1298742.2822	IGHV3-7 296 19 
SRR1298742.1881	IGHV4-34 288 16 
SRR1298742.3336	IGHV1-18 291 7 
SRR1298742.8920	IGHV6-1 302 8 
SRR1298742.5377	IGHV6-1 262 8 
SRR1298742.3076	IGHV1-8 296 7 
SRR1298742.4642	IGHV3-49 300 0 
SRR1298742.7643	IGHV1-2 294 16 
SRR1298742.3428	IGHV3-49 300 0 
SRR1298742.1255	IGHV1-8 295 7 
SRR1298742.780	IGHV1-2 292 16 
SRR1298742.5536	IGHV3-49 300 2 
SRR1298742.4612	IGHV3-9 289 19 
SRR1298742.8982	IGHV1-18 289 7 
SRR1298742.8947	IGHV1-46 296 15 
SRR1298742.5361	IGHV6-1 304 11 
SRR1298742.393	IGHV4-39 299 19 
SRR1298742.3457	IGHV1-2 291 16 
SRR1298742.3730	IGHV3-49 300 0 
SRR1298742.6896	IGHV1-46 296 13 
SRR1298742.5208	IGHV6-1 305 7 
SRR1298742.11	IGHV1-18 291 5 
SRR1298742.4783	IGHV3-49 300 0 
SRR1298742.4687	IGHV1-8 295 7 
SRR1298742.6516	IGHV1-2 292 16 
SRR1298742.6815	IGHV4-34 288 17 
SRR1298742.4079	IGHV3-74 290 21 
SRR1298742.4201	IGHV2-5 301 27 
SRR1298742.5494	IGHV1-2 292 17 
SRR1298742.4446	IGHV1-2 293 16 
SRR1298742.6311	IGHV1-2 292 18 
SRR1298742.449	IGHV1-2 292 15 
SRR1298742.7339	IGHV4-34 287 33 
SRR1298742.3019	IGHV1-8 297 7 
SRR1298742.9045	IGHV3-49 300 0 
SRR1298742.3040	IGHV3-74 290 22 
SRR1298742.5822	IGHV6-1 302 11 
SRR1298742.2265	IGHV4-34 288 16 
SRR1298742.182	IGHV1-2 292 16 
SRR1298742.6700	IGHV2-70 297 13 
SRR1298742.6949	IGHV1-2 292 16 
SRR1298742.4892	IGHV1-2 292 16 
SRR1298742.7981	IGHV1-2 292 16 
SRR1298742.1090	IGHV1-2 292 16 
SRR1298742.382	IGHV4-34 288 15 
SRR1298742.2252	IGHV4-34 287 33 
SRR1298742.7024	IGHV1-2 292 17 
SRR1298742.7346	IGHV6-1 304 7 
SRR1298742.6021	IGHV4-34 288 16 
SRR1298742.5207	IGHV4-34 286 16 
SRR1298742.3038	IGHV1-2 292 16 
SRR1298742.418	IGHV4-34 288 15 
SRR1298742.5960	IGHV4-34 293 15 
SRR1298742.7577	IGHV3-74 290 22 
SRR1298742.3877	IGHV1-8 295 7 
SRR1298742.171	IGHV1-8 295 10 
SRR1298742.6681	IGHV1-46 296 11 
SRR1298742.1648	IGHV4-34 288 14 
SRR1298742.2625	IGHV1-8 295 8 
SRR1298742.4281	IGHV1-2 292 16 
SRR1298742.1198	IGHV1-2 292 16 
SRR1298742.5548	IGHV1-8 295 8 
SRR1298742.8584	IGHV4-34 288 15 
SRR1298742.8001	IGHV2-5 302 26 
SRR1298742.7928	IGHV3-49 301 1 
SRR1298742.666	IGHV1-2 292 17 
SRR1298742.2449	IGHV1-2 292 16 
SRR1298742.4974	IGHV3-11 294 5 
SRR1298742.4180	IGHV3-74 290 20 
SRR1298742.6214	IGHV1-2 292 16 
SRR1298742.5091	IGHV1-46 296 13 
SRR1298742.782	IGHV1-2 292 16 
SRR1298742.9316	IGHV1-18 291 7 
SRR1298742.3003	IGHV1-2 292 16 
SRR1298742.5890	IGHV1-18 291 6 
SRR1298742.3626	IGHV1-8 295 7 
SRR1298742.4380	IGHV3-74 290 22 
SRR1298742.2897	IGHV6-1 304 1 
SRR1298742.2824	IGHV1-2 292 16 
SRR1298742.6510	IGHV6-1 279 7 
SRR1298742.5042	IGHV1-2 292 16 
SRR1298742.9287	IGHV1-8 295 7 
SRR1298742.8260	IGHV1-2 292 16 
SRR1298742.3246	IGHV1-2 292 16 
SRR1298742.1902	IGHV1-2 292 16 
SRR1298742.6237	IGHV1-2 292 17 
SRR1298742.2805	IGHV4-34 293 15 
SRR1298742.6137	IGHV6-1 302 7 
SRR1298742.3833	IGHV4-34 287 28 
SRR1298742.8563	IGHV3-49 300 0 
SRR1298742.1116	IGHV6-1 305 8 
SRR1298742.1638	IGHV6-1 302 9 
SRR1298742.8315	IGHV6-1 302 11 
SRR1298742.770	IGHV1-8 295 8 
SRR1298742.5061	IGHV6-1 304 8 
SRR1298742.1036	IGHV3-9 298 28 
SRR1298742.1827	IGHV1-2 293 18 
SRR1298742.1516	IGHV6-1 305 7 
SRR1298742.1337	IGHV1-2 292 17 
SRR1298742.1672	IGHV1-2 292 17 
SRR1298742.6748	IGHV1-2 292 18 
SRR1298742.4594	IGHV1-8 295 7 
SRR1298742.1167	IGHV4-34 288 21 
SRR1298742.2466	IGHV4-34 288 15 
SRR1298742.8316	IGHV1-2 292 16 
SRR1298742.5002	IGHV4-34 288 22 
SRR1298742.6541	IGHV2-5 301 27 
SRR1298742.2458	IGHV1-2 292 16 
SRR1298742.9427	IGHV3-74 295 23 
SRR1298742.3093	IGHV1-2 292 15 
SRR1298742.1803	IGHV4-34 288 15 
SRR1298742.7246	IGHV3-49 300 0 
SRR1298742.3555	IGHV4-30-4/31 298 23 
SRR1298742.1294	IGHV4-34 288 15 
SRR1298742.6305	IGHV1-2 292 16 
SRR1298742.7248	IGHV4-34 288 16 
SRR1298742.6686	IGHV4-34 288 15 
SRR1298742.4695	IGHV3-49 300 1 
SRR1298742.6208	IGHV1-8 295 7 
SRR1298742.764	IGHV4-34 288 15 
SRR1298742.6690	IGHV3-49 301 0 
SRR1298742.7892	IGHV6-1 302 7 
SRR1298742.2547	IGHV6-1 304 9 
SRR1298742.5204	IGHV6-1 304 9 
SRR1298742.1266	IGHV1-46 296 11 
SRR1298742.6130	IGHV3-74 290 21 
SRR1298742.4004	IGHV1-2 289 17 
SRR1298742.83	IGHV4-34 288 16 
SRR1298742.1910	IGHV1-8 295 7 
SRR1298742.767	IGHV3-74 290 13 
SRR1298742.46	IGHV1-2 292 17 
SRR1298742.2922	IGHV3-49 300 0 
SRR1298742.3764	IGHV6-1 302 11 
SRR1298742.752	IGHV1-18 291 8 
SRR1298742.971	IGHV2-5 301 28 
SRR1298742.6226	IGHV1-2 292 15 
SRR1298742.7801	IGHV1-8 295 7 
SRR1298742.2945	IGHV1-46 296 37 
SRR1298742.6963	IGHV3-49 300 0 
SRR1298742.1296	IGHV4-34 288 16 
SRR1298742.7906	IGHV1-2 292 17 
SRR1298742.3264	IGHV6-1 304 0 
SRR1298742.2999	IGHV6-1 303 8 
SRR1298742.3447	IGHV1-2 292 16 
SRR1298742.583	IGHV4-34 288 15 
SRR1298742.6568	IGHV1-46 296 12 
SRR1298742.2483	IGHV1-18 291 7 
SRR1298742.3114	IGHV2-5 295 11 
SRR1298742.8780	IGHV1-8 297 9 
SRR1298742.5891	IGHV1-2 292 16 
SRR1298742.3207	IGHV1-2 292 17 
SRR1298742.5175	IGHV1-2 292 16 
SRR1298742.5333	IGHV6-1 304 8 
SRR1298742.6332	IGHV1-2 292 16 
SRR1298742.94	IGHV4-34 288 15 
SRR1298742.8545	IGHV6-1 304 8 
SRR1298742.8024	IGHV4-34 288 15 
SRR1298742.3061	IGHV3-9 298 29 
SRR1298742.6636	IGHV3-49 301 0 
SRR1298742.3807	IGHV6-1 305 0 
SRR1298742.6939	IGHV1-8 295 7 
SRR1298742.7013	IGHV3-74 290 24 
SRR1298742.1365	IGHV1-2 292 17 
SRR1298742.2054	IGHV1-2 292 17 
SRR1298742.7187	IGHV3-74 292 22 
SRR1298742.3301	IGHV3-74 290 21 
SRR1298742.5797	IGHV3-74 290 21 
SRR1298742.9216	IGHV1-46 296 13 
SRR1298742.1550	IGHV4-34 288 14 
SRR1298742.2961	IGHV3-74 294 15 
SRR1298742.1432	IGHV1-46 296 11 
SRR1298742.5781	IGHV1-8 295 7 
SRR1298742.5348	IGHV1-8 295 7 
SRR1298742.4407	IGHV1-2 292 17 
SRR1298742.4578	IGHV4-34 288 16 
SRR1298742.6069	IGHV6-1 304 7 
SRR1298742.7126	IGHV3-49 303 0 
SRR1298742.9172	IGHV3-74 290 21 
SRR1298742.7252	IGHV4-59/61 291 12 
SRR1298742.5971	IGHV1-2 292 17 
SRR1298742.2146	IGHV4-34 288 15 
SRR1298742.7195	IGHV2-5 294 10 
SRR1298742.8819	IGHV1-2 292 15 
SRR1298742.9420	IGHV6-1 306 0 
SRR1298742.8433	IGHV3-49 301 0 
SRR1298742.921	IGHV1-2 292 18 
SRR1298742.2775	IGHV3-49 300 3 
SRR1298742.4453	IGHV1-2 292 16 
SRR1298742.7667	IGHV1-8 295 7 
SRR1298742.9222	IGHV6-1 302 1 
SRR1298742.2748	IGHV1-8 295 7 
SRR1298742.8764	IGHV4-39 299 19 
SRR1298742.140	IGHV1-2 292 17 
SRR1298742.934	IGHV4-34 288 15 
SRR1298742.2727	IGHV4-34 288 16 
SRR1298742.972	IGHV1-2 292 17 
SRR1298742.3796	IGHV6-1 305 8 
SRR1298742.8743	IGHV3-49 301 1 
SRR1298742.5666	IGHV1-2 292 18 
SRR1298742.447	IGHV4-34 287 33 
SRR1298742.5010	IGHV1-2 292 16 
SRR1298742.3261	IGHV4-34 288 17 
SRR1298742.9094	IGHV3-74 290 21 
SRR1298742.8264	IGHV1-2 292 16 
SRR1298742.1043	IGHV1-2 292 17 
SRR1298742.110	IGHV1-8 295 8 
SRR1298742.5281	IGHV1-2 292 17 
SRR1298742.1274	IGHV1-2 292 16 
SRR1298742.3096	IGHV1-2 292 16 
SRR1298742.8825	IGHV3-11 298 6 
SRR1298742.4218	IGHV1-18 291 6 
SRR1298742.2485	IGHV4-34 288 15 
SRR1298742.1640	IGHV1-2 292 16 
SRR1298742.3647	IGHV1-2 292 16 
SRR1298742.2895	IGHV1-2 292 18 
SRR1298742.396	IGHV4-34 288 15 
SRR1298742.1495	IGHV1-2 292 16 
SRR1298742.856	IGHV1-46 296 11 
SRR1298742.5384	IGHV4-34 288 15 
SRR1298742.5887	IGHV6-1 303 8 
SRR1298742.5162	IGHV1-2 292 16 
SRR1298742.6653	IGHV6-1 302 8 
SRR1298742.7501	IGHV3-49 271 0 
SRR1298742.6905	IGHV4-39 299 18 
SRR1298742.1248	IGHV1-2 292 16 
